transaction_id,order_id,merchant_id,merchant_category,customer_id,customer_tier,customer_ltv_inr,preferred_channel,amount_inr,currency,payment_method,bank_code,card_network,is_recurring,mandate_id,timestamp,hour_of_day,day_of_week,day_of_month,is_failed,gateway_error_code,gateway_error_description,failure_category,retry_attempt_count,ground_truth_optimal_action,ground_truth_optimal_delay_hours,ground_truth_recovery_prob,recovered_optimal,recovered_naive_immediate
txn_100854,order_200854,merch_stream_now,OTT_Media,cust_50548,NEW,999.45,WHATSAPP,667.32,INR,UPI,SBI,NONE,True,man_979614,2026-01-01 01:04:01,1,3,1,True,U30,e-Mandate registration expired or revoked by customer,MANDATE_EXPIRED,2,WHATSAPP_PAY_LINK,0,0.72,0,0
txn_109549,order_209549,merch_stream_now,OTT_Media,cust_50358,VIP,172211.65,WHATSAPP,648.82,INR,CARD,FEDERAL,MASTERCARD,True,man_467499,2026-01-01 01:06:24,1,3,1,True,91,Card Issuer switch down or timeout,BANK_DOWNTIME,2,SMART_RETRY_DELAYED,2,0.83,1,0
txn_108106,order_208106,merch_saas_metrics,SaaS_B2B,cust_51907,NEW,2698.72,WHATSAPP,4862.48,INR,UPI,SBI,NONE,True,man_267459,2026-01-01 01:11:52,1,3,1,True,GATEWAY_TIMEOUT,Payment gateway connection timed out during bank routing,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,2,0.83,1,1
txn_100114,order_200114,merch_urban_threads,D2C_Ecommerce,cust_50167,NEW,1280.18,SMS,1770.24,INR,UPI,KOTAK,NONE,False,,2026-01-01 01:13:18,1,3,1,True,91,Card Issuer switch down or timeout,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,2,0.93,1,0
txn_109439,order_209439,merch_learn_hub,EdTech_Subscription,cust_50200,REGULAR,11864.26,WHATSAPP,10117.76,INR,UPI,ICICI,NONE,True,man_126602,2026-01-01 01:13:36,1,3,1,True,U19,NPCI / Beneficiary bank server unresponsive,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,2,0.93,1,0
txn_101660,order_201660,merch_stream_now,OTT_Media,cust_51912,REGULAR,31631.36,WHATSAPP,500.09,INR,EMANDATE_CARD,AXIS,MASTERCARD,True,man_755727,2026-01-01 01:19:43,1,3,1,True,61,Transaction amount exceeds online e-commerce card daily limit,CARD_LIMIT_EXCEEDED,0,UPI_INTENT_SWITCH,0,0.7,1,0
txn_101365,order_201365,merch_enterprise_erp,B2B_Invoicing,cust_53208,NEW,1852.66,WHATSAPP,35954.67,INR,EMANDATE_CARD,SBI,VISA,True,man_565637,2026-01-01 01:22:19,1,3,1,True,91,Card Issuer switch down or timeout,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,2,0.83,1,0
txn_102371,order_202371,merch_enterprise_erp,B2B_Invoicing,cust_51276,REGULAR,9798.06,WHATSAPP,103066.54,INR,CARD,KOTAK,VISA,False,,2026-01-01 01:24:39,1,3,1,True,GATEWAY_TIMEOUT,Payment gateway connection timed out during bank routing,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,2,0.93,1,0
txn_103088,order_203088,merch_urban_threads,D2C_Ecommerce,cust_50223,NEW,3506.38,WHATSAPP,2880.29,INR,CARD,SBI,MASTERCARD,False,,2026-01-01 01:34:03,1,3,1,True,U19,NPCI / Beneficiary bank server unresponsive,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,2,0.83,1,0
txn_103791,order_203791,merch_urban_threads,D2C_Ecommerce,cust_53470,REGULAR,25978.56,EMAIL,2601.05,INR,EMANDATE_UPI,HDFC,NONE,True,man_590347,2026-01-01 01:40:16,1,3,1,True,MANDATE_INVALID,Card token on recurring mandate expired,MANDATE_EXPIRED,2,WHATSAPP_PAY_LINK,0,0.72,1,0
txn_103811,order_203811,merch_stream_now,OTT_Media,cust_50042,REGULAR,31590.18,WHATSAPP,361.48,INR,CARD,SBI,VISA,True,man_341423,2026-01-01 01:48:19,1,3,1,True,91,Card Issuer switch down or timeout,BANK_DOWNTIME,2,SMART_RETRY_DELAYED,2,0.83,0,0
txn_102799,order_202799,merch_stream_now,OTT_Media,cust_52408,REGULAR,34916.35,WHATSAPP,1101.15,INR,EMANDATE_UPI,AXIS,NONE,True,man_893577,2026-01-01 01:48:21,1,3,1,True,U19,NPCI / Beneficiary bank server unresponsive,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,2,0.83,1,0
txn_101914,order_201914,merch_urban_threads,D2C_Ecommerce,cust_53498,REGULAR,21255.93,SMS,4262.39,INR,UPI,FEDERAL,NONE,False,,2026-01-01 01:51:07,1,3,1,True,U66,UPI transaction declined due to insufficient balance,INSUFFICIENT_FUNDS,0,WHATSAPP_PAY_LINK,48,0.65,1,0
txn_103771,order_203771,merch_enterprise_erp,B2B_Invoicing,cust_53054,AT_RISK,5596.93,WHATSAPP,109586.98,INR,CARD,PNB,VISA,True,man_551728,2026-01-01 01:57:35,1,3,1,True,GATEWAY_TIMEOUT,Payment gateway connection timed out during bank routing,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,2,0.83,1,1
txn_107679,order_207679,merch_enterprise_erp,B2B_Invoicing,cust_50486,NEW,2480.9,EMAIL,40478.54,INR,CARD,AXIS,VISA,False,,2026-01-01 01:59:36,1,3,1,True,U19,NPCI / Beneficiary bank server unresponsive,BANK_DOWNTIME,1,SMART_RETRY_DELAYED,2,0.83,1,0
txn_109410,order_209410,merch_urban_threads,D2C_Ecommerce,cust_52872,REGULAR,26714.23,SMS,1160.22,INR,UPI,SBI,NONE,False,,2026-01-01 02:02:35,2,3,1,True,GATEWAY_TIMEOUT,Payment gateway connection timed out during bank routing,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,2,0.83,1,0
txn_100061,order_200061,merch_stream_now,OTT_Media,cust_52579,NEW,3675.18,EMAIL,1164.95,INR,UPI,FEDERAL,NONE,True,man_231660,2026-01-01 02:04:12,2,3,1,True,GATEWAY_TIMEOUT,Payment gateway connection timed out during bank routing,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,2,0.83,1,0
txn_105211,order_205211,merch_saas_metrics,SaaS_B2B,cust_52488,REGULAR,16308.85,WHATSAPP,30470.89,INR,CARD,ICICI,VISA,True,man_226138,2026-01-01 02:04:45,2,3,1,True,U30,e-Mandate registration expired or revoked by customer,MANDATE_EXPIRED,2,WHATSAPP_PAY_LINK,0,0.72,1,0
txn_100754,order_200754,merch_urban_threads,D2C_Ecommerce,cust_52730,NEW,1961.71,WHATSAPP,2478.19,INR,CARD,HDFC,VISA,False,,2026-01-01 02:06:08,2,3,1,True,GATEWAY_TIMEOUT,Payment gateway connection timed out during bank routing,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,2,0.93,0,0
txn_101857,order_201857,merch_saas_metrics,SaaS_B2B,cust_51132,REGULAR,13135.33,WHATSAPP,19691.54,INR,EMANDATE_CARD,SBI,MASTERCARD,True,man_805232,2026-01-01 02:20:20,2,3,1,True,U19,NPCI / Beneficiary bank server unresponsive,BANK_DOWNTIME,2,SMART_RETRY_DELAYED,2,0.83,1,0
txn_104245,order_204245,merch_learn_hub,EdTech_Subscription,cust_53051,REGULAR,5566.67,WHATSAPP,10234.86,INR,EMANDATE_UPI,HDFC,NONE,True,man_696175,2026-01-01 02:21:05,2,3,1,True,GATEWAY_TIMEOUT,Payment gateway connection timed out during bank routing,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,2,0.93,1,1
txn_101647,order_201647,merch_learn_hub,EdTech_Subscription,cust_51647,REGULAR,40573.11,SMS,12487.76,INR,UPI,KOTAK,NONE,True,man_262167,2026-01-01 02:24:45,2,3,1,True,U19,NPCI / Beneficiary bank server unresponsive,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,2,0.93,1,0
txn_107854,order_207854,merch_stream_now,OTT_Media,cust_50374,REGULAR,25857.23,WHATSAPP,941.54,INR,EMANDATE_UPI,HDFC,NONE,True,man_576316,2026-01-01 02:32:30,2,3,1,True,GATEWAY_TIMEOUT,Payment gateway connection timed out during bank routing,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,2,0.93,1,0
txn_105974,order_205974,merch_saas_metrics,SaaS_B2B,cust_52996,NEW,1740.59,WHATSAPP,31122.51,INR,UPI,ICICI,NONE,False,,2026-01-01 02:34:28,2,3,1,True,U19,NPCI / Beneficiary bank server unresponsive,BANK_DOWNTIME,2,SMART_RETRY_DELAYED,2,0.93,1,0
txn_101843,order_201843,merch_stream_now,OTT_Media,cust_51599,AT_RISK,12997.3,SMS,564.64,INR,EMANDATE_UPI,SBI,NONE,True,man_521390,2026-01-01 02:35:37,2,3,1,True,BALANCE_LOW,Pre-debit balance check failed,INSUFFICIENT_FUNDS,0,WHATSAPP_PAY_LINK,48,0.65,0,0
txn_107822,order_207822,merch_urban_threads,D2C_Ecommerce,cust_52971,REGULAR,9999.37,WHATSAPP,2090.22,INR,UPI,SBI,NONE,False,,2026-01-01 02:43:51,2,3,1,True,51,Insufficient funds in customer account / credit limit exhausted,INSUFFICIENT_FUNDS,0,WHATSAPP_PAY_LINK,48,0.65,0,0
txn_104347,order_204347,merch_stream_now,OTT_Media,cust_52982,REGULAR,15742.16,WHATSAPP,977.58,INR,EMANDATE_CARD,ICICI,RUPAY,True,man_536458,2026-01-01 02:58:15,2,3,1,True,BALANCE_LOW,Pre-debit balance check failed,INSUFFICIENT_FUNDS,0,WHATSAPP_PAY_LINK,48,0.65,0,0
txn_104294,order_204294,merch_stream_now,OTT_Media,cust_51466,VIP,229517.04,WHATSAPP,1033.57,INR,EMANDATE_CARD,ICICI,VISA,True,man_685462,2026-01-01 03:04:51,3,3,1,True,U19,NPCI / Beneficiary bank server unresponsive,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,1,0.93,1,0
txn_103822,order_203822,merch_urban_threads,D2C_Ecommerce,cust_53422,REGULAR,40745.85,SMS,3544.45,INR,UPI,HDFC,NONE,False,,2026-01-01 03:13:59,3,3,1,True,91,Card Issuer switch down or timeout,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,1,0.93,1,0
txn_102376,order_202376,merch_saas_metrics,SaaS_B2B,cust_52877,REGULAR,20085.04,WHATSAPP,8299.32,INR,CARD,SBI,MASTERCARD,True,man_848020,2026-01-01 03:19:06,3,3,1,True,GATEWAY_TIMEOUT,Payment gateway connection timed out during bank routing,BANK_DOWNTIME,1,SMART_RETRY_DELAYED,1,0.83,1,0
txn_106794,order_206794,merch_enterprise_erp,B2B_Invoicing,cust_52653,REGULAR,20672.36,WHATSAPP,99883.93,INR,CARD,ICICI,VISA,True,man_457262,2026-01-01 03:19:26,3,3,1,True,OTP_INCORRECT,Customer entered invalid OTP multiple times,AUTH_FAILED_3DS,0,UPI_INTENT_SWITCH,0,0.78,0,0
txn_104938,order_204938,merch_enterprise_erp,B2B_Invoicing,cust_52776,REGULAR,9683.42,EMAIL,38043.95,INR,CARD,ICICI,VISA,True,man_996433,2026-01-01 03:19:26,3,3,1,True,U19,NPCI / Beneficiary bank server unresponsive,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,1,0.93,1,0
txn_101086,order_201086,merch_stream_now,OTT_Media,cust_53248,REGULAR,9962.45,WHATSAPP,1006.5,INR,CARD,HDFC,MASTERCARD,True,man_711679,2026-01-01 03:32:27,3,3,1,True,MANDATE_INVALID,Card token on recurring mandate expired,MANDATE_EXPIRED,0,WHATSAPP_PAY_LINK,0,0.72,1,0
txn_101219,order_201219,merch_urban_threads,D2C_Ecommerce,cust_50609,REGULAR,20317.42,WHATSAPP,2328.42,INR,UPI,AXIS,NONE,False,,2026-01-01 03:42:35,3,3,1,True,MANDATE_LIMIT,Recurring debit amount exceeds mandate threshold,MANDATE_EXPIRED,0,WHATSAPP_PAY_LINK,0,0.72,0,0
txn_104165,order_204165,merch_enterprise_erp,B2B_Invoicing,cust_51399,AT_RISK,11014.51,WHATSAPP,74569.54,INR,CARD,HDFC,VISA,False,,2026-01-01 03:47:30,3,3,1,True,91,Card Issuer switch down or timeout,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,1,0.93,1,1
txn_108579,order_208579,merch_learn_hub,EdTech_Subscription,cust_50055,NEW,921.54,WHATSAPP,8246.57,INR,UPI,SBI,NONE,True,man_244271,2026-01-01 03:51:43,3,3,1,True,91,Card Issuer switch down or timeout,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,1,0.83,0,0
txn_103466,order_203466,merch_stream_now,OTT_Media,cust_50828,REGULAR,5376.37,WHATSAPP,620.86,INR,CARD,AXIS,MASTERCARD,True,man_491072,2026-01-01 03:57:39,3,3,1,True,91,Card Issuer switch down or timeout,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,1,0.83,1,0
txn_103608,order_203608,merch_learn_hub,EdTech_Subscription,cust_51056,VIP,195782.55,WHATSAPP,6902.54,INR,EMANDATE_UPI,ICICI,NONE,True,man_237489,2026-01-01 04:04:53,4,3,1,True,MANDATE_LIMIT,Recurring debit amount exceeds mandate threshold,MANDATE_EXPIRED,0,WHATSAPP_PAY_LINK,0,0.82,1,0
txn_102099,order_202099,merch_saas_metrics,SaaS_B2B,cust_52664,REGULAR,29246.87,WHATSAPP,34476.63,INR,CARD,SBI,RUPAY,True,man_610113,2026-01-01 04:06:00,4,3,1,True,U66,UPI transaction declined due to insufficient balance,INSUFFICIENT_FUNDS,0,WHATSAPP_PAY_LINK,48,0.65,1,0
txn_100759,order_200759,merch_learn_hub,EdTech_Subscription,cust_51965,REGULAR,13915.88,SMS,1349.35,INR,EMANDATE_UPI,ICICI,NONE,True,man_671217,2026-01-01 04:08:26,4,3,1,True,U66,UPI transaction declined due to insufficient balance,INSUFFICIENT_FUNDS,0,WHATSAPP_PAY_LINK,48,0.65,1,0
txn_105720,order_205720,merch_stream_now,OTT_Media,cust_50927,NEW,546.28,WHATSAPP,738.3,INR,UPI,ICICI,NONE,True,man_515734,2026-01-01 04:29:18,4,3,1,True,U30,e-Mandate registration expired or revoked by customer,MANDATE_EXPIRED,0,WHATSAPP_PAY_LINK,0,0.72,1,0
txn_104536,order_204536,merch_learn_hub,EdTech_Subscription,cust_51125,REGULAR,28116.85,WHATSAPP,3244.03,INR,CARD,SBI,VISA,False,,2026-01-01 04:46:37,4,3,1,True,3DS_TIMEOUT,Customer failed to complete 3DS OTP authentication in time,AUTH_FAILED_3DS,0,UPI_INTENT_SWITCH,0,0.78,0,0
txn_101835,order_201835,merch_stream_now,OTT_Media,cust_50080,VIP,187306.67,WHATSAPP,764.53,INR,CARD,ICICI,MASTERCARD,True,man_735173,2026-01-01 04:56:55,4,3,1,True,U30,e-Mandate registration expired or revoked by customer,MANDATE_EXPIRED,2,WHATSAPP_PAY_LINK,0,0.82,1,0
txn_101972,order_201972,merch_stream_now,OTT_Media,cust_50556,REGULAR,26094.56,WHATSAPP,1132.62,INR,EMANDATE_UPI,YESB,NONE,True,man_677325,2026-01-01 04:57:54,4,3,1,True,U19,NPCI / Beneficiary bank server unresponsive,BANK_DOWNTIME,2,SMART_RETRY_DELAYED,1,0.83,1,0
txn_102756,order_202756,merch_saas_metrics,SaaS_B2B,cust_50531,VIP,296027.58,WHATSAPP,18520.77,INR,UPI,SBI,NONE,True,man_579736,2026-01-01 05:04:35,5,3,1,True,U30,e-Mandate registration expired or revoked by customer,MANDATE_EXPIRED,2,WHATSAPP_PAY_LINK,0,0.82,0,0
txn_109474,order_209474,merch_learn_hub,EdTech_Subscription,cust_51863,AT_RISK,14984.67,SMS,6228.34,INR,UPI,ICICI,NONE,False,,2026-01-01 05:12:47,5,3,1,True,NET_DROP,Transient network drop between client browser and gateway,NETWORK_ERROR,0,SMART_RETRY_IMMEDIATE,0,0.85,1,1
txn_107989,order_207989,merch_urban_threads,D2C_Ecommerce,cust_51741,VIP,124537.59,WHATSAPP,3660.24,INR,CARD,ICICI,VISA,False,,2026-01-01 05:23:41,5,3,1,True,USER_DROPPED,Customer aborted 3DS authentication window,AUTH_FAILED_3DS,0,UPI_INTENT_SWITCH,0,0.88,1,0
txn_104237,order_204237,merch_enterprise_erp,B2B_Invoicing,cust_52371,VIP,274812.58,WHATSAPP,49972.65,INR,EMANDATE_CARD,SBI,MASTERCARD,True,man_237447,2026-01-01 05:41:20,5,3,1,True,MANDATE_LIMIT,Recurring debit amount exceeds mandate threshold,MANDATE_EXPIRED,0,WHATSAPP_PAY_LINK,0,0.82,1,0
txn_106912,order_206912,merch_saas_metrics,SaaS_B2B,cust_51575,AT_RISK,11890.73,WHATSAPP,30127.52,INR,UPI,HDFC,NONE,False,,2026-01-01 05:58:05,5,3,1,True,OTP_INCORRECT,Customer entered invalid OTP multiple times,AUTH_FAILED_3DS,0,WHATSAPP_PAY_LINK,0,0.78,1,0
txn_104653,order_204653,merch_enterprise_erp,B2B_Invoicing,cust_53422,REGULAR,40745.85,SMS,104919.29,INR,CARD,KOTAK,MASTERCARD,True,man_737442,2026-01-01 06:41:11,6,3,1,True,MANDATE_INVALID,Card token on recurring mandate expired,MANDATE_EXPIRED,2,WHATSAPP_PAY_LINK,0,0.72,1,0
txn_106493,order_206493,merch_saas_metrics,SaaS_B2B,cust_52751,NEW,3386.71,WHATSAPP,24830.41,INR,CARD,SBI,MASTERCARD,True,man_881365,2026-01-01 07:01:10,7,3,1,True,3DS_TIMEOUT,Customer failed to complete 3DS OTP authentication in time,AUTH_FAILED_3DS,0,UPI_INTENT_SWITCH,0,0.78,1,0
txn_100852,order_200852,merch_stream_now,OTT_Media,cust_51841,NEW,2719.61,WHATSAPP,948.28,INR,UPI,HDFC,NONE,True,man_466064,2026-01-01 07:14:45,7,3,1,True,MANDATE_LIMIT,Recurring debit amount exceeds mandate threshold,MANDATE_EXPIRED,0,WHATSAPP_PAY_LINK,0,0.72,0,0
txn_108866,order_208866,merch_urban_threads,D2C_Ecommerce,cust_50887,AT_RISK,2920.08,SMS,3935.42,INR,EMANDATE_UPI,AXIS,NONE,True,man_468912,2026-01-01 07:19:55,7,3,1,True,MANDATE_INVALID,Card token on recurring mandate expired,MANDATE_EXPIRED,1,WHATSAPP_PAY_LINK,0,0.72,1,0
txn_103481,order_203481,merch_enterprise_erp,B2B_Invoicing,cust_52209,NEW,4640.89,WHATSAPP,115300.78,INR,CARD,SBI,MASTERCARD,False,,2026-01-01 07:26:42,7,3,1,True,3DS_TIMEOUT,Customer failed to complete 3DS OTP authentication in time,AUTH_FAILED_3DS,1,UPI_INTENT_SWITCH,0,0.78,0,0
txn_106418,order_206418,merch_learn_hub,EdTech_Subscription,cust_50469,NEW,1838.97,WHATSAPP,13474.44,INR,CARD,SBI,AMEX,False,,2026-01-01 07:29:46,7,3,1,True,3DS_TIMEOUT,Customer failed to complete 3DS OTP authentication in time,AUTH_FAILED_3DS,0,UPI_INTENT_SWITCH,0,0.78,1,0
txn_104569,order_204569,merch_saas_metrics,SaaS_B2B,cust_52607,REGULAR,42697.81,EMAIL,21513.13,INR,CARD,ICICI,RUPAY,True,man_228717,2026-01-01 07:30:14,7,3,1,True,3DS_TIMEOUT,Customer failed to complete 3DS OTP authentication in time,AUTH_FAILED_3DS,0,UPI_INTENT_SWITCH,0,0.78,1,0
txn_107312,order_207312,merch_urban_threads,D2C_Ecommerce,cust_53496,REGULAR,22058.9,WHATSAPP,4951.14,INR,UPI,SBI,NONE,False,,2026-01-01 07:35:53,7,3,1,True,BALANCE_LOW,Pre-debit balance check failed,INSUFFICIENT_FUNDS,0,WHATSAPP_PAY_LINK,48,0.65,0,0
txn_101135,order_201135,merch_urban_threads,D2C_Ecommerce,cust_51818,VIP,210394.92,SMS,995.51,INR,EMANDATE_UPI,ICICI,NONE,True,man_833268,2026-01-01 07:39:18,7,3,1,True,SOCKET_TIMEOUT,Socket timeout during cryptographic handshake,NETWORK_ERROR,0,SMART_RETRY_IMMEDIATE,0,0.85,1,1
txn_100903,order_200903,merch_urban_threads,D2C_Ecommerce,cust_50096,REGULAR,41156.64,EMAIL,1421.92,INR,UPI,AXIS,NONE,False,,2026-01-01 07:47:27,7,3,1,True,51,Insufficient funds in customer account / credit limit exhausted,INSUFFICIENT_FUNDS,1,WHATSAPP_PAY_LINK,48,0.65,1,0
txn_105248,order_205248,merch_enterprise_erp,B2B_Invoicing,cust_52034,NEW,2925.41,WHATSAPP,120794.88,INR,CARD,SBI,VISA,True,man_532405,2026-01-01 08:08:04,8,3,1,True,NET_DROP,Transient network drop between client browser and gateway,NETWORK_ERROR,0,SMART_RETRY_IMMEDIATE,0,0.85,1,1
txn_102742,order_202742,merch_enterprise_erp,B2B_Invoicing,cust_51909,NEW,753.5,SMS,106093.94,INR,NETBANKING,ICICI,NONE,False,,2026-01-01 08:10:06,8,3,1,True,91,Card Issuer switch down or timeout,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,1,0.93,1,0
txn_102543,order_202543,merch_saas_metrics,SaaS_B2B,cust_51104,REGULAR,6080.23,WHATSAPP,22979.42,INR,EMANDATE_CARD,ICICI,VISA,True,man_263787,2026-01-01 08:40:18,8,3,1,True,U30,e-Mandate registration expired or revoked by customer,MANDATE_EXPIRED,1,WHATSAPP_PAY_LINK,0,0.72,1,0
txn_105916,order_205916,merch_learn_hub,EdTech_Subscription,cust_52609,NEW,2551.76,SMS,5734.03,INR,UPI,ICICI,NONE,True,man_778138,2026-01-01 09:04:24,9,3,1,True,OTP_INCORRECT,Customer entered invalid OTP multiple times,AUTH_FAILED_3DS,0,WHATSAPP_PAY_LINK,0,0.78,0,0
txn_101886,order_201886,merch_learn_hub,EdTech_Subscription,cust_53145,REGULAR,46178.45,WHATSAPP,10625.47,INR,CARD,HDFC,VISA,True,man_547162,2026-01-01 09:05:10,9,3,1,True,U19,NPCI / Beneficiary bank server unresponsive,BANK_DOWNTIME,2,SMART_RETRY_DELAYED,1,0.93,1,0
txn_104608,order_204608,merch_urban_threads,D2C_Ecommerce,cust_52424,REGULAR,38457.61,WHATSAPP,4687.93,INR,UPI,SBI,NONE,True,man_927584,2026-01-01 09:29:25,9,3,1,True,61,Transaction amount exceeds online e-commerce card daily limit,CARD_LIMIT_EXCEEDED,0,UPI_INTENT_SWITCH,0,0.7,1,1
txn_106719,order_206719,merch_urban_threads,D2C_Ecommerce,cust_52325,REGULAR,27277.52,WHATSAPP,2603.07,INR,UPI,AXIS,NONE,False,,2026-01-01 09:37:01,9,3,1,True,91,Card Issuer switch down or timeout,BANK_DOWNTIME,0,SMART_RETRY_DELAYED,1,0.83,0,0
txn_103842,order_203842,merch_enterprise_erp,B2B_Invoicing,cust_52626,VIP,249075.05,SMS,121977.74,INR,UPI,FEDERAL,NONE,True,man_839024,2026-01-01 09:40:21,9,3,1,True,MANDATE_INVALID,Card token on recurring mandate expired,MANDATE_EXPIRED,1,WHATSAPP_PAY_LINK,0,0.82,1,0
txn_101981,order_201981,merch_learn_hub,EdTech_Subscription,cust_53063,REGULAR,29078.32,WHATSAPP,13181.0,INR,UPI,AXIS,NONE,True,man_570266,2026-01-01 09:42:36,9,3,1,True,MANDATE_LIMIT,Recurring debit amount exceeds mandate threshold,MANDATE_EXPIRED,1,WHATSAPP_PAY_LINK,0,0.72,0,0
txn_102700,order_202700,merch_saas_metrics,SaaS_B2B,cust_51728,NEW,1813.4,WHATSAPP,34432.17,INR,EMANDATE_CARD,AXIS,RUPAY,True,man_709287,2026-01-01 09:49:18,9,3,1,True,MANDATE_LIMIT,Recurring debit amount exceeds mandate threshold,MANDATE_EXPIRED,2,WHATSAPP_PAY_LINK,0,0.72,0,0
txn_103037,order_203037,merch_stream_now,OTT_Media,cust_50756,REGULAR,21826.45,EMAIL,340.02,INR,EMANDATE_CARD,ICICI,MASTERCARD,True,man_247618,2026-01-01 10:09:57,10,3,1,True,MANDATE_INVALID,Card token on recurring mandate expired,MANDATE_EXPIRED,0,WHATSAPP_PAY_LINK,0,0.72,1,0
